"Species";"Location";"Sample";"Heterozygosity_min";"Heterozygosity";"Heterozygosity_max";"Genome_Length_min";"Genome_Length";"Genome_Length_max";"Genome_Repeat_min";"Genome_Repeat";"Genome_Repeat_max";"Genome_Unique_min";"Genome_Unique";"Genome_Unique_max";"Model_Fit_min";"Model_Fit";"Model_Fit_max";"Read_error_rate_min";"Read_error_rate";"Read_error_rate_max";"color";"loc_plot"
"Lmorm";"Li";"LmormLi1";0.547429;0.5478005;0.548172;714735903;714775585.5;714815268;93218706;93223881.5;93229057;621517197;621551704;621586211;98.7931;99.3132;99.8333;0.215463;0.215463;0.215463;"#CA0020";"1.Li"
"Lbude";"Ga";"LbudeGa2";0.237268;0.2376415;0.238015;730826632;730860689.5;730894747;87554016;87558096;87562176;643272616;643302593.5;643332571;98.7477;99.2814;99.8151;0.259433;0.259433;0.259433;"#0571B0";"4.Ga"
"Msurm";"Mu";"MsurmMu3";1.15394;1.15451;1.15508;514551788;514608502;514665216;72651619;72659626.5;72667634;441900169;441948875.5;441997582;98.6598;99.1774;99.695;0.308375;0.308375;0.308375;"#F4A582";"2.Mu"
"Msurm";"Fa";"MsurmFa2";1.06749;1.06807;1.06865;515926393;515983698;516041003;72742611;72750691;72758771;443183782;443233007;443282232;98.6127;99.1117;99.6107;0.288999;0.288999;0.288999;"#92C5DE";"3.Fa"
"Ssard";"Ga";"SsardGa2";0.788055;0.7884975;0.78894;714578941;714634081.5;714689222;105014716;105022819.5;105030923;609564225;609611262;609658299;98.764;99.32135;99.8787;0.241497;0.241497;0.241497;"#0571B0";"4.Ga"
"Dpunt";"Li";"DpuntLi1";0.559033;0.5611875;0.563342;793885954;794055792;794225630;152364263;152396859;152429455;641521691;641658933;641796175;98.4382;99.15245;99.8667;0.19273;0.19273;0.19273;"#CA0020";"1.Li"
"Ssard";"Fa";"SsardFa3";0.853066;0.8536525;0.854239;698699678;698771317;698842956;99120328;99130491;99140654;599579351;599640827;599702303;98.6021;99.14665;99.6912;0.245;0.245;0.245;"#92C5DE";"3.Fa"
"Peryt";"Li";"PerytLi4";1.09381;1.094385;1.09496;731851358;731930040;732008722;113404281;113416473.5;113428666;618447077;618513567;618580057;98.5335;99.1122;99.6909;0.235709;0.235709;0.235709;"#CA0020";"1.Li"
"Lmorm";"Li";"LmormLi4";0.542732;0.5431375;0.543543;713251436;713293240;713335044;92148262;92153663;92159064;621103174;621139577;621175980;98.7815;99.28595;99.7904;0.210189;0.210189;0.210189;"#CA0020";"1.Li"
"Dpunt";"Ga";"DpuntGa1";0.527825;0.529537;0.531249;788705511;788836694.5;788967878;142408277;142431963.5;142455650;646297235;646404731.5;646512228;98.3567;99.10195;99.8472;0.279137;0.279137;0.279137;"#0571B0";"4.Ga"
"Dpunt";"Mu";"DpuntMu4";0.613563;0.614915;0.616267;786232241;786344416.5;786456592;141090532;141110662.5;141130793;645141709;645233754.5;645325800;98.3434;99.09605;99.8487;0.222553;0.222553;0.222553;"#F4A582";"2.Mu"
"Dlabr";"Li";"DlabrLi2";0.356117;0.3566875;0.357258;675036040;675084068.5;675132097;92927058;92933669.5;92940281;582108983;582150399.5;582191816;98.6147;99.17585;99.737;0.217863;0.217863;0.217863;"#CA0020";"1.Li"
"Lmorm";"Mu";"LmormMu3";0.534773;0.5351625;0.535552;712491936;712536119.5;712580303;90084864;90090450.5;90096037;622407071;622445668.5;622484266;98.7082;99.20545;99.7027;0.208755;0.208755;0.208755;"#F4A582";"2.Mu"
"Lmorm";"Mu";"LmormMu1";0.540424;0.5408325;0.541241;713946795;713990144;714033493;91356675;91362221.5;91367768;622590120;622627922;622665724;98.6637;99.17585;99.688;0.224417;0.224417;0.224417;"#F4A582";"2.Mu"
"Scabr";"Ga";"ScabrGa6";1.16326;1.16377;1.16428;650886315;650944317.5;651002320;81541270;81548536.5;81555803;569345045;569395781;569446517;98.9515;99.40535;99.8592;0.280788;0.280788;0.280788;"#0571B0";"4.Ga"
"Lmorm";"Fa";"LmormFa2";0.615498;0.61594;0.616382;710776610;710822451;710868292;90636161;90642006.5;90647852;620140449;620180444;620220439;98.6775;99.1804;99.6833;0.24922;0.24922;0.24922;"#92C5DE";"3.Fa"
"Dpunt";"Mu";"DpuntMu2";0.764768;0.7661595;0.767551;783611546;783734405.5;783857265;140025619;140047573;140069527;643585927;643686832.5;643787738;98.4321;99.15575;99.8794;0.244243;0.244243;0.244243;"#F4A582";"2.Mu"
"Dlabr";"Mu";"DlabrMu2";0.371755;0.3733955;0.375036;679442186;679530993;679619800;95261142;95273593.5;95286045;584181044;584257400;584333756;98.6775;99.24815;99.8188;0.312286;0.312286;0.312286;"#F4A582";"2.Mu"
"Lmorm";"Fa";"LmormFa6";0.589208;0.5896365;0.590065;713806826;713852328.5;713897831;94050295;94056290.5;94062286;619756530;619796037.5;619835545;98.8556;99.3709;99.8862;0.217284;0.217284;0.217284;"#92C5DE";"3.Fa"
"Scabr";"Fa";"ScabrFa2";1.26461;1.26608;1.26755;639400481;639589140.5;639777800;90146214;90172812;90199410;549254267;549416328;549578389;97.9332;98.36715;98.8011;0.182063;0.182063;0.182063;"#92C5DE";"3.Fa"
"Peryt";"Li";"PerytLi5";1.07703;1.077565;1.0781;730188725;730262075.5;730335426;115143953;115155519.5;115167086;615044772;615106555.5;615168339;98.4999;99.1483;99.7967;0.205723;0.205723;0.205723;"#CA0020";"1.Li"
"Peryt";"Mu";"PerytMu6";1.06731;1.06788;1.06845;734107194;734183530;734259866;113922822;113934668;113946514;620184372;620248862;620313352;98.5624;99.15535;99.7483;0.222598;0.222598;0.222598;"#F4A582";"2.Mu"
"Lmorm";"Li";"LmormLi6";0.548901;0.5493445;0.549788;713867765;713912229;713956693;92326969;92332720;92338471;621540796;621579509;621618222;98.7406;99.25085;99.7611;0.229403;0.229403;0.229403;"#CA0020";"1.Li"
"Dpunt";"Mu";"DpuntMu3";0.558118;0.5595285;0.560939;783026263;783138502.5;783250742;138125912;138145711;138165510;644900352;644992792.5;645085233;98.3639;99.11665;99.8694;0.234946;0.234946;0.234946;"#F4A582";"2.Mu"
"Lmorm";"Li";"LmormLi5";0.544843;0.5452545;0.545666;715094387;715139162.5;715183938;93044411;93050237;93056063;622049976;622088925.5;622127875;98.7869;99.3024;99.8179;0.212563;0.212563;0.212563;"#CA0020";"1.Li"
"Lmorm";"Fa";"LmormFa3";0.609352;0.60985;0.610348;711335904;711389644;711443384;90959269;90966141;90973013;620376635;620423503.5;620470372;98.6461;99.16255;99.679;0.246429;0.246429;0.246429;"#92C5DE";"3.Fa"
"Dpunt";"Fa";"DpuntFa4";0.651101;0.6531545;0.655208;785029845;785179761;785329677;141204520;141231485.5;141258451;643825325;643948275.5;644071226;98.397;99.1259;99.8548;0.237803;0.237803;0.237803;"#92C5DE";"3.Fa"
"Lmorm";"Mu";"LmormMu2";0.551886;0.552313;0.55274;715182985;715229841.5;715276698;93446064;93452186.5;93458309;621736921;621777655;621818389;98.6781;99.20285;99.7276;0.230195;0.230195;0.230195;"#F4A582";"2.Mu"
"Dpunt";"Mu";"DpuntMu1";0.542506;0.5443915;0.546277;782863463;782986609.5;783109756;136836400;136857924.5;136879449;646027063;646128684.5;646230306;98.3172;99.07175;99.8263;0.288307;0.288307;0.288307;"#F4A582";"2.Mu"
"Ssard";"Fa";"SsardFa5";0.830361;0.8315145;0.832668;713803733;713897574.5;713991416;109611085;109625495.5;109639906;604192647;604272078.5;604351510;98.7065;99.29125;99.876;0.246893;0.246893;0.246893;"#92C5DE";"3.Fa"
"Scabr";"Ga";"ScabrGa4";1.19076;1.19142;1.19208;649059379;649127970.5;649196562;84724755;84733708.5;84742662;564334624;564394261.5;564453899;98.7892;99.24135;99.6935;0.301859;0.301859;0.301859;"#0571B0";"4.Ga"
"Scabr";"Ga";"ScabrGa5";1.20653;1.20769;1.20885;654716908;654812328.5;654907749;90316026;90329189;90342352;564400882;564483139.5;564565397;98.9218;99.39395;99.8661;0.359917;0.359917;0.359917;"#0571B0";"4.Ga"
